Supplementary Data 3 -Differentially expressed genes in food allergy,,,,,,,,,,,,,,
transcript ID,entrez ID,symbol,chromosome,start,end,biotype,description,log FoldChange (case-control),Average Expression,t statistic,P.Value,adjusted.P.Value,B score,direction
ENSG00000068001,8692,HYAL2,3,50355221,50360337,protein_coding,hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:5321],0.512740015,1.135135319,3.742261794,0.000352063,0.012141355,0.028094357,up
ENSG00000261921,8692,HYAL2,HG325_PATCH,50355222,50360338,protein_coding,hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:5321],0.512771287,1.135396381,3.743366816,0.000350759,0.012140783,0.031192341,up
ENSG00000213533,375346,TMEM110,3,52870235,52931612,protein_coding,transmembrane protein 110 [Source:HGNC Symbol;Acc:30526],0.519188825,4.681812762,4.016823201,0.000138085,0.007097656,0.777145704,up
ENSG00000132563,51308,REEP2,5,137774706,137782658,protein_coding,receptor accessory protein 2 [Source:HGNC Symbol;Acc:17975],0.520302598,1.086242194,3.230911924,0.001824534,0.03279918,-1.318486276,up
ENSG00000146205,50636,ANO7,2,242127924,242164792,protein_coding,anoctamin 7 [Source:HGNC Symbol;Acc:31677],0.523760236,0.661399465,3.437640509,0.000954887,0.022302797,-0.822154746,up
ENSG00000105520,64748,DKFZP761J1410,19,11466062,11476374,protein_coding,Lipid phosphate phosphatase-related protein type 2  [Source:UniProtKB/Swiss-Prot;Acc:Q96GM1],0.524382907,1.541420155,3.321088568,0.001379797,0.028199884,-1.087749491,up
ENSG00000050327,7984,ARHGEF5,7,144052381,144077725,protein_coding,Rho guanine nucleotide exchange factor (GEF) 5 [Source:HGNC Symbol;Acc:13209],0.529119561,3.97304602,3.254423392,0.001705729,0.031398189,-1.440152171,up
ENSG00000182704,25987,TSKU,11,76493295,76509198,protein_coding,"tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:28850]",0.532240898,3.277501029,3.369555201,0.001186644,0.02550383,-1.06043507,up
ENSG00000113319,5924,RASGRF2,5,80256491,80525975,protein_coding,Ras protein-specific guanine nucleotide-releasing factor 2 [Source:HGNC Symbol;Acc:9876],0.532399031,5.588607466,3.853577672,0.00024514,0.009776581,0.17438182,up
ENSG00000072071,22859,LPHN1,19,14260750,14316999,protein_coding,latrophilin 1 [Source:HGNC Symbol;Acc:20973],0.534878679,5.103208019,4.963784397,4.13E-06,0.000713996,4.05736305,up
ENSG00000161638,3678,ITGA5,12,54789045,54813244,protein_coding,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide) [Source:HGNC Symbol;Acc:6141]",0.538244656,6.883773953,5.243952581,1.39E-06,0.000353465,5.005502111,up
ENSG00000133612,116988,AGAP3,7,150782918,150841523,protein_coding,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:16923]",0.539129205,3.922203872,4.067011404,0.000115219,0.006245662,1.015566839,up
ENSG00000135709,9764,KIAA0513,16,85061375,85127836,protein_coding,KIAA0513 [Source:HGNC Symbol;Acc:29058],0.539932432,4.41069452,3.395886245,0.001098481,0.024151228,-1.077835387,up
ENSG00000173917,3212,HOXB2,17,46618256,46623441,protein_coding,homeobox B2 [Source:HGNC Symbol;Acc:5113],0.544870362,3.544144366,3.227431035,0.001847936,0.032960507,-1.440324264,up
ENSG00000076706,102465453,MCAM,11,119179241,119192231,protein_coding,melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:6934],0.54860456,2.332065146,3.471834544,0.000855881,0.021270129,-0.691367519,up
ENSG00000178209,5339,PLEC,8,144989321,145050902,protein_coding,plectin [Source:HGNC Symbol;Acc:9069],0.554875897,6.487861594,3.535946952,0.000709084,0.019218613,-0.876791893,up
ENSG00000162739,114836,SLAMF6,1,160454820,160493052,protein_coding,SLAM family member 6 [Source:HGNC Symbol;Acc:21392],0.558164792,6.146869884,5.228352761,1.48E-06,0.000362401,4.964642833,up
ENSG00000107738,64115,C10orf54,10,73507316,73533255,protein_coding,chromosome 10 open reading frame 54 [Source:HGNC Symbol;Acc:30085],0.559783734,6.379185718,5.612351531,3.12E-07,0.000153229,6.445328209,up
ENSG00000180644,5551,PRF1,10,72357104,72362531,protein_coding,perforin 1 (pore forming protein) [Source:HGNC Symbol;Acc:9360],0.560380978,4.23932903,3.917720188,0.000195044,0.008549507,0.496538188,up
ENSG00000178385,389072,PLEKHM3,2,208693027,208890284,protein_coding,"pleckstrin homology domain containing, family M, member 3 [Source:HGNC Symbol;Acc:34006]",0.560972438,2.52269033,4.006727289,0.000142326,0.00719794,0.887507019,up
ENSG00000080854,22997,IGSF9B,11,133778459,133826880,protein_coding,"immunoglobulin superfamily, member 9B [Source:HGNC Symbol;Acc:32326]",0.561024889,4.20178382,3.972379065,0.000161112,0.007713768,0.684254576,up
ENSG00000167972,21,ABCA3,16,2325882,2390747,protein_coding,"ATP-binding cassette, sub-family A (ABC1), member 3 [Source:HGNC Symbol;Acc:33]",0.561707576,2.32462093,4.115562587,9.71E-05,0.005557392,1.225090482,up
ENSG00000261109,5339,PLEC,HG104_HG975_PATCH,144997317,145058904,protein_coding,plectin [Source:HGNC Symbol;Acc:9069],0.56255103,6.483289069,3.431980264,0.000990181,0.022790291,-1.185586874,up
ENSG00000107331,20,ABCA2,9,139901686,139923367,protein_coding,"ATP-binding cassette, sub-family A (ABC1), member 2 [Source:HGNC Symbol;Acc:32]",0.564320175,4.015450126,3.219271987,0.001903029,0.033373676,-1.520337483,up
ENSG00000165886,80019,UBTD1,10,99258625,99330966,protein_coding,ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:25683],0.564783769,0.890214384,3.188246518,0.00207889,0.035057984,-1.447778847,up
ENSG00000136854,6812,STXBP1,9,130374544,130457460,protein_coding,syntaxin binding protein 1 [Source:HGNC Symbol;Acc:11444],0.57017177,2.337209187,3.271074033,0.001612013,0.030463859,-1.23375645,up
ENSG00000169992,57555,NLGN2,17,7308193,7323179,protein_coding,neuroligin 2 [Source:HGNC Symbol;Acc:14290],0.576992246,3.447314085,4.635830516,1.45E-05,0.001563166,2.953535502,up
ENSG00000178814,26873,OPLAH,8,145106167,145118735,protein_coding,5-oxoprolinase (ATP-hydrolysing) [Source:HGNC Symbol;Acc:8149],0.577509882,0.860010097,3.016840256,0.003473073,0.047475391,-1.855225808,up
ENSG00000260789,26086,GPSM1,HG998_2_PATCH,139235598,139267507,protein_coding,G-protein signaling modulator 1 [Source:HGNC Symbol;Acc:17858],0.577849441,1.689754684,3.199776333,0.002007064,0.034544937,-1.397557141,up
ENSG00000154620,9087,TMSB4Y,Y,15815447,15817904,protein_coding,"thymosin beta 4, Y-linked [Source:HGNC Symbol;Acc:11882]",0.579329549,-2.271454503,3.124929435,0.002518088,0.039387399,-1.738320766,up
ENSG00000211816,NA,TRAV38-1,14,22739851,22740446,TR_V_gene,T cell receptor alpha variable 38-1 [Source:HGNC Symbol;Acc:12137],0.580155146,1.58565265,3.260353924,0.001666345,0.031061204,-1.244102047,up
ENSG00000213221,728489,DNLZ,9,139253932,139258241,protein_coding,DNL-type zinc finger [Source:HGNC Symbol;Acc:33879],0.584660459,1.524692149,3.32593595,0.001359046,0.028003465,-1.077488576,up
ENSG00000005884,3675,ITGA3,17,48133332,48167845,protein_coding,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) [Source:HGNC Symbol;Acc:6139]",0.585487289,3.092882157,3.96131083,0.00016669,0.007861084,0.743671778,up
ENSG00000235316,2749,DUSP8P5,10,75491582,75493396,pseudogene,dual specificity phosphatase 8 pseudogene 5 [Source:HGNC Symbol;Acc:45003],0.586709507,0.389087193,3.072154879,0.002948775,0.043020647,-1.810795969,up
ENSG00000217929,NA,CICP18,6,142272,145083,pseudogene,capicua transcriptional repressor pseudogene 18 [Source:HGNC Symbol;Acc:48828],0.589188004,0.624721258,3.00271152,0.003620222,0.048983357,-1.943582231,up
ENSG00000243207,692312,PPAN-P2RY11,19,10216899,10225456,protein_coding,PPAN-P2RY11 readthrough [Source:HGNC Symbol;Acc:33526],0.589532568,2.707813643,3.304148466,0.001454678,0.028885318,-1.172065762,up
ENSG00000124126,57580,PREX1,20,47240790,47444420,protein_coding,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:32594]",0.592448667,6.502362411,3.175020873,0.002201519,0.036536942,-1.944699384,up
ENSG00000113555,51294,PCDH12,5,141323150,141349304,protein_coding,protocadherin 12 [Source:HGNC Symbol;Acc:8657],0.59303804,2.17100343,3.268179388,0.001626518,0.030529982,-1.225130236,up
ENSG00000240891,257068,PLCXD2,3,111393523,111565294,protein_coding,"phosphatidylinositol-specific phospholipase C, X domain containing 2 [Source:HGNC Symbol;Acc:26462]",0.598738976,2.550562405,3.4269456,0.00098801,0.022790291,-0.81014989,up
ENSG00000161642,25946,ZNF385A,12,54762917,54785082,protein_coding,zinc finger protein 385A [Source:HGNC Symbol;Acc:17521],0.599254598,1.291812087,3.217460538,0.001901396,0.033373676,-1.353419061,up
ENSG00000170485,4862,NPAS2,2,101436614,101613291,protein_coding,neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:7895],0.606631388,3.17095378,3.403831942,0.001066635,0.023711751,-0.934192441,up
ENSG00000124466,27076,LYPD3,19,43964939,43969812,protein_coding,LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:24880],0.608981444,2.703290058,4.012991731,0.000139246,0.007137882,0.910354181,up
ENSG00000116396,3749,KCNC4,1,110753965,110825722,protein_coding,"potassium voltage-gated channel, Shaw-related subfamily, member 4 [Source:HGNC Symbol;Acc:6236]",0.613441248,2.119142574,4.420329392,3.23E-05,0.00273171,2.179059685,up
ENSG00000265817,100861412,FSBP,8,95390605,95449180,protein_coding,fibrinogen silencer binding protein [Source:HGNC Symbol;Acc:43653],0.629773304,2.263305864,3.072400448,0.002946621,0.043020647,-1.735478784,up
ENSG00000044115,1495,CTNNA1,5,137946656,138270723,protein_coding,"catenin (cadherin-associated protein), alpha 1, 102kDa [Source:HGNC Symbol;Acc:2509]",0.633096302,4.896381337,3.607560838,0.000557445,0.01643068,-0.440022413,up
ENSG00000110400,5818,PVRL1,11,119494120,119599794,protein_coding,poliovirus receptor-related 1 (herpesvirus entry mediator C) [Source:HGNC Symbol;Acc:9706],0.638082202,1.6795335,3.245352681,0.001745264,0.031809341,-1.280890042,up
ENSG00000151117,144110,TMEM86A,11,18714669,18726332,protein_coding,transmembrane protein 86A [Source:HGNC Symbol;Acc:26890],0.641668623,0.650845891,3.271995896,0.001607419,0.030463859,-1.331611753,up
ENSG00000150637,10666,CD226,18,67498394,67629039,protein_coding,CD226 molecule [Source:HGNC Symbol;Acc:16961],0.64184564,6.042183286,4.739754656,1.01E-05,0.001238105,3.137275872,up
ENSG00000137101,971,CD72,9,35609530,35646807,protein_coding,CD72 molecule [Source:HGNC Symbol;Acc:1696],0.643483075,2.007179369,3.269895015,0.001617906,0.030463859,-1.226271288,up
ENSG00000127124,59269,HIVEP3,1,41972036,42501596,protein_coding,human immunodeficiency virus type I enhancer binding protein 3 [Source:HGNC Symbol;Acc:13561],0.644683678,5.279212408,3.965409476,0.000168296,0.007863433,0.543765038,up
ENSG00000100558,26499,PLEK2,14,67853700,67878917,protein_coding,pleckstrin 2 [Source:HGNC Symbol;Acc:19238],0.646002258,1.040222931,3.286401756,0.001537211,0.030018578,-1.18958581,up
ENSG00000111678,113246,C12orf57,12,7052141,7055166,protein_coding,chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:29521],0.64726663,5.951621678,6.400158693,1.16E-08,1.68E-05,9.629042783,up
ENSG00000176014,84617,TUBB6,18,12307668,12344319,protein_coding,"tubulin, beta 6 class V [Source:HGNC Symbol;Acc:20776]",0.647755269,2.654250055,3.636814441,0.000500142,0.015266464,-0.221748519,up
ENSG00000102760,28984,RGCC,13,42031695,42045018,protein_coding,regulator of cell cycle [Source:HGNC Symbol;Acc:20369],0.648139914,5.733746143,5.140003896,2.13E-06,0.000477963,4.642583948,up
ENSG00000268123,113246,C12orf57,HG344_PATCH,7052141,7055166,protein_coding,chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:29521],0.648832689,5.950805517,6.412907982,1.10E-08,1.68E-05,9.681168971,up
ENSG00000135423,27165,GLS2,12,56864736,56882198,protein_coding,"glutaminase 2 (liver, mitochondrial) [Source:HGNC Symbol;Acc:29570]",0.65360058,2.753508114,4.792408162,7.99E-06,0.001116492,3.477537274,up
ENSG00000165424,219654,ZCCHC24,10,81142081,81205383,protein_coding,"zinc finger, CCHC domain containing 24 [Source:HGNC Symbol;Acc:26911]",0.657533059,1.46751901,3.095684702,0.002748909,0.041547768,-1.66036171,up
ENSG00000121769,2170,FABP3,1,31838472,31849697,protein_coding,"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor) [Source:HGNC Symbol;Acc:3557]",0.65903163,-0.24535337,3.00069907,0.003641646,0.049138775,-2.022225203,up
ENSG00000249626,NA,RP11-496H1.1,3,197361186,197362682,pseudogene,,0.66560411,0.983872213,3.01233369,0.003519394,0.047865789,-1.861716032,up
ENSG00000164904,501,ALDH7A1,5,125877533,125931110,protein_coding,"aldehyde dehydrogenase 7 family, member A1 [Source:HGNC Symbol;Acc:877]",0.668124784,2.173085643,4.336493409,4.39E-05,0.003379368,1.912440332,up
ENSG00000173548,257364,SNX33,15,75940247,75954642,protein_coding,sorting nexin 33 [Source:HGNC Symbol;Acc:28468],0.670062336,2.698071355,4.782645509,8.29E-06,0.001131666,3.448910263,up
ENSG00000182397,196968,DNM1P46,15,100330361,100347132,pseudogene,DNM1 pseudogene 46 [Source:HGNC Symbol;Acc:35199],0.672573813,1.729938422,3.563913718,0.000635319,0.017914282,-0.42664994,up
ENSG00000141540,94015,TTYH2,17,72209653,72258155,protein_coding,tweety family member 2 [Source:HGNC Symbol;Acc:13877],0.676524277,2.736868188,3.377942205,0.001156509,0.025058184,-0.9540496,up
ENSG00000103067,102466194,ESRP2,16,68263014,68272005,protein_coding,epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:26152],0.680019873,1.359660932,3.680279434,0.000433067,0.013869899,-0.131421151,up
ENSG00000124615,4337,MOCS1,6,39867354,39902290,protein_coding,molybdenum cofactor synthesis 1 [Source:HGNC Symbol;Acc:7190],0.686584954,1.343917718,3.038371494,0.003259468,0.045647078,-1.79669386,up
ENSG00000161921,58191,CXCL16,17,4636821,4643217,protein_coding,chemokine (C-X-C motif) ligand 16 [Source:HGNC Symbol;Acc:16642],0.687576001,2.103320878,4.831439885,6.88E-06,0.001021904,3.519022502,up
ENSG00000122035,387496,RASL11A,13,27844464,27847827,protein_coding,"RAS-like, family 11, member A [Source:HGNC Symbol;Acc:23802]",0.688348384,-0.025400804,3.018732733,0.00345379,0.047383481,-1.935863529,up
ENSG00000167371,112476,PRRT2,16,29823177,29827201,protein_coding,proline-rich transmembrane protein 2 [Source:HGNC Symbol;Acc:30500],0.692289165,0.769462438,3.316753447,0.001398607,0.028399702,-1.148110461,up
ENSG00000198752,9578,CDC42BPB,14,103398716,103523799,protein_coding,CDC42 binding protein kinase beta (DMPK-like) [Source:HGNC Symbol;Acc:1738],0.698293968,2.24529326,3.428555667,0.000982955,0.022779445,-0.794796467,up
ENSG00000053438,4826,NNAT,20,36149617,36152092,protein_coding,neuronatin [Source:HGNC Symbol;Acc:7860],0.70694339,0.404141235,3.828327312,0.000263209,0.010112379,0.080221333,up
ENSG00000222009,149478,BTBD19,1,45274154,45281257,protein_coding,BTB (POZ) domain containing 19 [Source:HGNC Symbol;Acc:27145],0.709753267,2.861192025,3.913913269,0.0001964,0.008550335,0.603922577,up
ENSG00000069812,54626,HES2,1,6472478,6484730,protein_coding,hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:16005],0.7105758,0.612038459,3.063127825,0.00302898,0.043566478,-1.761875074,up
ENSG00000166341,8642,DCHS1,11,6642556,6677085,protein_coding,dachsous cadherin-related 1 [Source:HGNC Symbol;Acc:13681],0.715708673,4.258296937,3.69498449,0.000414841,0.01351565,-0.073438692,up
ENSG00000152104,5784,PTPN14,1,214522039,214725792,protein_coding,"protein tyrosine phosphatase, non-receptor type 14 [Source:HGNC Symbol;Acc:9647]",0.719383156,3.597334834,3.286548952,0.001555543,0.030189057,-1.3137135,up
ENSG00000174939,253982,ASPHD1,16,29911696,29931185,protein_coding,aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:27380],0.720656748,0.654077035,3.097950981,0.002730341,0.041385809,-1.681456297,up
ENSG00000124225,56937,PMEPA1,20,56223448,56286592,protein_coding,"prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:14107]",0.728342248,1.968739483,3.470631271,0.000859194,0.021270129,-0.706249057,up
ENSG00000150687,11098,PRSS23,11,86502101,86663952,protein_coding,"protease, serine, 23 [Source:HGNC Symbol;Acc:14370]",0.7306372,3.800316253,3.568248635,0.0006368,0.017929237,-0.545359352,up
ENSG00000168890,129303,TMEM150A,2,85825671,85830319,protein_coding,transmembrane protein 150A [Source:HGNC Symbol;Acc:24677],0.734277253,2.360665167,5.751901908,1.75E-07,0.000110071,6.684694114,up
ENSG00000129422,57509,MTUS1,8,17501304,17658426,protein_coding,microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789],0.741640714,3.80582955,3.88017807,0.00022372,0.009260448,0.440566303,up
ENSG00000090920,8857,FCGBP,19,40353963,40440533,protein_coding,Fc fragment of IgG binding protein [Source:HGNC Symbol;Acc:13572],0.760000508,5.129619011,3.033639219,0.003353042,0.046645859,-2.088353868,up
ENSG00000099953,4320,MMP11,22,24110413,24126503,protein_coding,matrix metallopeptidase 11 (stromelysin 3) [Source:HGNC Symbol;Acc:7157],0.76131244,-0.016372642,3.564097036,0.000634939,0.017914282,-0.730001445,up
ENSG00000186919,353174,ZACN,17,74068042,74079747,protein_coding,zinc activated ligand-gated ion channel [Source:HGNC Symbol;Acc:29504],0.764520337,0.702056113,3.327608022,0.001351957,0.027933533,-1.136549445,up
ENSG00000185634,399694,SHC4,15,49115932,49255641,protein_coding,"SHC (Src homology 2 domain containing) family, member 4 [Source:HGNC Symbol;Acc:16743]",0.764954179,2.553019694,4.055426167,0.00012001,0.006396997,1.041721483,up
ENSG00000163293,101927157,NIPAL1,4,47916159,48042188,protein_coding,NIPA-like domain containing 1 [Source:HGNC Symbol;Acc:27194],0.767276613,1.440750096,3.81547513,0.00027496,0.010373691,0.269544972,up
ENSG00000172508,57571,CARNS1,11,67182439,67193078,protein_coding,carnosine synthase 1 [Source:HGNC Symbol;Acc:29268],0.767483588,1.784404981,4.324494087,4.58E-05,0.003501629,1.758661891,up
ENSG00000178623,2859,GPR35,2,241544848,241570676,protein_coding,G protein-coupled receptor 35 [Source:HGNC Symbol;Acc:4492],0.768664466,1.937212643,3.786874699,0.000302935,0.011117817,0.216396089,up
ENSG00000169554,9839,ZEB2,2,145141648,145282147,protein_coding,zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:14881],0.778825531,1.738733097,3.035800537,0.003292228,0.046037501,-1.809997237,up
ENSG00000162892,11009,IL24,1,207070788,207077484,protein_coding,interleukin 24 [Source:HGNC Symbol;Acc:11346],0.779142496,4.682277232,4.425467187,3.20E-05,0.002716077,2.231510938,up
ENSG00000123384,4035,LRP1,12,57522276,57607134,protein_coding,low density lipoprotein receptor-related protein 1 [Source:HGNC Symbol;Acc:6692],0.793729733,3.761232239,5.054604994,2.92E-06,0.000572958,4.432834791,up
ENSG00000095397,25861,DFNB31,9,117164360,117267730,protein_coding,"deafness, autosomal recessive 31 [Source:HGNC Symbol;Acc:16361]",0.800153793,1.585405022,3.322833634,0.001374365,0.028149856,-1.077734026,up
ENSG00000066056,7075,TIE1,1,43766664,43788779,protein_coding,tyrosine kinase with immunoglobulin-like and EGF-like domains 1 [Source:HGNC Symbol;Acc:11809],0.822835101,-0.26241079,4.027463028,0.000132375,0.006879134,0.413598452,up
ENSG00000162522,57648,KIAA1522,1,33207486,33240571,protein_coding,KIAA1522 [Source:HGNC Symbol;Acc:29301],0.829357823,0.896840819,3.70725076,0.000395848,0.013146135,-0.116802083,up
ENSG00000168487,649,BMP1,8,22022249,22069839,protein_coding,bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:1067],0.830273649,1.912430446,5.424949786,6.63E-07,0.000215398,5.531217963,up
